designation,l,b,parallax,phot_g_mean_mag,SIMBAD_ID,Spectral_Type,distance,adjusted_mag,X,Y,Z,interim_ID,Absolute_Mag,star_name
Gaia DR3 6681773947733560192,3.0248366020829316,-37.79057055939596,42.835439744302434,13.745856285095215,L  495-82,DA4.5,23.345155459341598,9.506834311993781,18.42294265801311,0.9735136151565692,-14.30537446142157,L 495-82,,
Gaia DR3 2892996035358675968,238.75397275122725,-20.70278965079971,42.83672526939755,13.197403907775879,UCAC4 293-010287,,23.34445487396763,8.958531986338834,-11.327172302039582,-18.66952090682643,-8.252740763660833,UCAC4 293-010287,,
Gaia DR3 4971581089304028288,231.30223337628968,-70.55659020361594,42.83683036714553,19.88187599182129,2MASSI J0218291-313322,L3.8V,23.34439759966386,15.643016337617372,-4.858387878631235,-6.064743817443633,-22.013083585466624,2MASSI J0218291-313322,,
Gaia DR3 1859954695858413184,75.0144516052817,-7.261242424247874,42.838208753101384,15.306061744689941,LP  340-69,M6.0,23.343646457383734,11.067362975846583,5.987684346655817,22.36890894583065,-2.9504878690268312,LP 340-69,,
Gaia DR3 261243245503357056,159.64426250257875,5.352655790066439,42.8442894528191,11.075937271118164,G  96-21A,,23.340333397318165,6.8379481804302324,-21.787330501061312,8.083481905778049,2.1773178487414118,G 96-21A,,
Gaia DR3 1857525389328342784,69.79903424131363,-6.875081666158711,42.844319956413216,18.670106887817383,G 210-26B,,23.340316779851552,14.432121356948468,8.001784986515776,21.747083574311674,-2.793954263278867,G 210-26B,,
Gaia DR3 33439176553394048,160.49962827968832,-38.318841384440105,42.844514459393,8.483034133911133,HD  17660,K4.5V,23.340210820868936,4.245071301796507,-17.261694241285547,6.112812557388632,-14.471795870630869,HD 17660,,
Gaia DR3 6153267707880611584,300.72822480085955,24.106393744586967,42.8445636121461,15.417847633361816,SIPS J1241-3843,M5.0e,23.340184044178425,11.179890537421999,10.885963073471963,-18.313494796344703,9.532885582203404,SIPS J1241-3843,,
Gaia DR3 5159136122072204416,194.74203367083982,-55.95338122436865,42.85049382630496,12.251289367675781,LP  711-43,M3V,23.33695392294691,8.014024285294926,-12.635494507286628,-3.3247695538638533,-19.336587195567283,LP 711-43,,
Gaia DR3 1933018063851510784,99.11674287471368,-14.64159407030076,42.859022538929594,13.018013954162598,G 216-14,,23.332309995910023,8.78174394362609,-3.576870982363059,22.28944206833804,-5.8977500797316305,G 216-14,,
Gaia DR3 1859954627138933888,75.02300424873596,-7.265660889772533,42.85975511748982,7.9744954109191895,V* V2431 Cyg,K2.5V,23.33191118938356,3.738310863402602,5.981278006074243,22.35833703097853,-2.9507894490302915,V2431 Cyg,,
Gaia DR3 3032390401547521024,227.9616931069922,-2.3410074944766035,42.865613818540965,9.367091178894043,BD-14  1750,K5V,23.328722276862926,5.131590058131168,-15.608512042787334,-17.31171869316805,-0.9529064853275896,BD-14 1750,,
Gaia DR3 5300714225746375424,277.46308914269605,-5.864534191617455,42.87355460435922,9.046161651611328,HD  80545,K6.5Vk:,23.324401469112704,4.811586687001705,3.0136913965636882,-23.00577460469244,-2.3832127258625437,HD 80545,,
Gaia DR3 6735410976814156672,1.9126921230471448,-13.923418054243022,42.87382182956184,13.497725486755371,CE 519,,23.32425609210542,9.263181686388169,22.62633443069047,0.7556105416047366,-5.612393891209299,CE 519,,
Gaia DR3 2118649750133781376,75.49000427589979,22.633968230914846,42.87431405136569,15.08582592010498,UCAC4 685-062476,DA,23.323988316219996,10.851339522945299,5.393723192934281,20.84098020827948,8.976064006638591,UCAC4 685-062476,,
Gaia DR3 2645345918966845440,83.67256560638857,-55.92930040960975,42.875381272836826,12.072463989257812,LP  642-72,dM4.0,23.323407753193273,7.838102049854764,1.440021556932823,12.986538632126603,-19.319873226643285,LP 642-72,,
Gaia DR3 6519227714961476352,347.6634536237381,-57.99159450905564,42.878048099501875,8.733119010925293,HD 214731,K4V,23.321957139453307,4.499068059279285,12.076218861814151,-2.641111709412643,-19.776328065504593,HD 214731,,
Gaia DR3 6258382634409906560,348.11944098399687,31.326772436893098,42.88087587846531,9.792593002319336,LP  802-69,M0Vk,23.32041917320532,5.558871786499445,19.493951928213633,-4.101112274809381,12.124713058209096,LP 802-69,,
Gaia DR3 2800081221135505536,116.01055748001063,-39.745566065331495,42.887861749357185,20.819719314575195,2MASS J00282091+2249050,L6.0,23.316620582395633,16.58681259959798,-7.862063692155271,16.11208364511059,-14.908169253696085,2MASS J00282091+2249050,,
Gaia DR3 2014924125275395840,111.21014341015012,1.0210703573573394,42.90345339783474,14.420781135559082,LP  109-77,,23.30814703252928,10.189691813009347,-8.431306614974774,21.725797301501252,0.4153534258520261,LP 109-77,,
Gaia DR3 5193725009832516608,296.10804175653743,-24.969358660628323,42.91131005405483,14.144569396972656,2MASS J08025781-8330076,,23.303879530601904,9.914395611088878,9.296708210276561,-18.970202702790704,-9.837348577986601,2MASS J08025781-8330076,,
Gaia DR3 5119953517683718400,208.8567584680253,-69.2018976940832,42.911749593606245,5.017843723297119,* kap For,G0V,23.30364083195055,0.7877211520348215,-7.24710285377498,-3.993482499526193,-21.785115877069313,kap For,,
Gaia DR3 4076915349846977664,7.6594547047253245,-6.5219569812438065,42.91983428306095,2.543506145477295,* lam Sgr,K1IIIb,23.299251190134886,-1.6856745010163499,22.94193174612202,3.0853408365635557,-2.6464213004572317,lam Sgr,,
Gaia DR3 2945455521833759744,228.87562417426875,-10.159084093448104,42.92168861185826,17.545440673828125,2MASS J06431685-1843375,M8.0V,23.298244601768147,13.316476045030235,-15.082917908379523,-17.27503171310007,-4.1093878138099615,2MASS J06431685-1843375,,
Gaia DR3 529443749617791232,121.65952945779163,5.522769747705291,42.9223935983614,10.893284797668457,PM J00376+6821,,23.297861935597545,6.664402292936085,-12.17159802522839,19.738668521897832,2.24221704236253,PM J00376+6821,,
Gaia DR3 225527878018880896,160.34780984304203,-11.048806383783386,42.92314004220281,14.169683456420898,UPM J0405+3719,M5,23.297456780113986,9.940887903660254,-21.53373376092169,7.689926804807801,-4.464843611115506,UPM J0405+3719,,
Gaia DR3 5300714225747721344,277.46394095730363,-5.864700615647915,42.92911893732116,12.792763710021973,HD  80545B,,23.29421205825478,8.564664574012511,3.0101313783904957,-22.975945997344844,-2.3801953757758247,HD 80545B,,
Gaia DR3 3911082878569883264,256.75084716929143,64.86199181135483,42.93368417524323,17.338306427001953,2MASS J11391107+0841121,M7.5,23.29173513081899,13.11073898082335,-2.267641983962345,-9.630969477991805,21.085709666757463,2MASS J11391107+0841121,,
Gaia DR3 2115351387048328832,72.81391368304958,24.92402221267665,42.934767999584665,6.149785041809082,HD 168009,G1V,23.291147165618167,1.9223438147847816,6.241040140088681,20.178888790254142,9.815263697468385,HD 168009,,
Gaia DR3 773861404893710208,157.0665312228435,66.89991732811404,42.93911636589614,6.323875427246094,HD 101177A,G0V,23.28878851345524,2.096940566778671,-8.414872910721835,3.5603754772112155,21.421515137406075,HD 101177A,,
Gaia DR3 288781167053300480,134.42451961516443,-40.30766280951061,42.94614166377121,7.430787563323975,V* EO Psc,K2.5V,23.284978842315578,3.204670689324999,-12.429141226354218,12.68136027542924,-15.062861269599185,EO Psc,,
Gaia DR3 3005809226902815360,216.1378023766507,-12.432726761807595,42.94630466899771,14.056482315063477,LP  659-20,,23.284890462808196,9.830384418894738,-18.363915155356324,-13.409764992633795,-5.013077585095167,LP 659-20,,
Gaia DR3 3473913108288671488,290.557251600938,32.33410932786991,42.947690132220934,13.841036796569824,LP  908-10,M4.5V,23.284139308105964,9.615100199596277,6.908314558130257,-18.420992404826897,12.453648947457957,LP 908-10,,
Gaia DR3 5484571124146626432,266.9093781673467,-24.73907160237912,42.955602440029026,14.721604347229004,PM J06353-5737B,,23.27985043152672,10.496588821799232,-1.139948658791205,-21.11254311197856,-9.742303450130354,PM J06353-5737B,,
Gaia DR3 3766401961693098368,251.2226183548815,33.90984254943264,42.95615496435577,7.895094871520996,HD  87424,K2Vk:,23.279550994025925,3.670143659096037,-6.2189793676235166,-18.291798326400375,12.987374796117303,HD 87424,,
Gaia DR3 5302618648583292800,275.81280708673205,-9.289564649869385,42.95701736036224,17.512245178222656,PM J08503-5848,DZA,23.27908363867764,13.287394345749124,2.326754183169009,-22.85565256035401,-3.7578046873191533,PM J08503-5848,,
Gaia DR3 4110096961504087168,1.2503250926599796,5.948110414118781,42.96010756840402,14.125866889953613,UCAC4 327-104326,,23.27740912677492,9.901375730600623,23.146574683850012,0.5051914510473471,2.412185245375364,UCAC4 327-104326,,
Gaia DR3 1364505238720496256,77.8785040440042,28.9114436345656,42.964095246211365,14.635902404785156,LP  184-6,dM5.0,23.275248652843015,10.411875337932251,4.278327865544933,19.920150381980005,11.252587226317074,LP 184-6,,
Gaia DR3 3766401961693098624,251.22287814789257,33.90715059357821,42.9641727888472,15.189753532409668,HD  87424B,,23.275206645188423,10.965735489669271,-6.217932249113443,-18.288990556035845,12.984043567505848,HD 87424B,,
Gaia DR3 2291597672140946560,110.63912091143558,24.1423794667917,42.96670897510793,13.549291610717773,1RXS J194051.7+783143,dM5.0,23.273832784804018,9.325568710562838,-7.486025541583843,19.875033216604784,9.51912646856995,1RXS J194051.7+783143,,
Gaia DR3 2966316109264051072,224.96316208524985,-21.083061672661472,42.968569373203024,10.053781509399414,TYC 5939-2260-1,,23.27282510419445,5.830275097528585,-15.364650629886002,-15.34490613562067,-8.371723540643119,TYC 5939-2260-1,,
Gaia DR3 2020880175469723904,61.45932598317476,0.009502643727676067,42.97069276380038,20.446231842041016,,,23.271675080892013,16.222972510555216,11.118799139575806,20.44365798646062,0.003859663628027473,,,
Gaia DR3 4258755778197107200,30.26774138856059,-1.5938357567969808,42.97135444829687,15.867533683776855,2MASS J18521549-0305552,,23.271316737367446,11.644351344231318,20.091182540326905,11.72516983240667,-0.6472705951625906,2MASS J18521549-0305552,,
Gaia DR3 1928108370769224576,99.12449950749298,-20.235189202704834,42.974274838648014,11.838677406311035,G 189-53A,,23.269735295234604,7.615834861863456,-3.4623694600367734,21.55726551532863,-8.048408658493598,G 189-53A,,
Gaia DR3 2216158427021654528,101.7924931324228,7.577090772681631,42.97559729229628,8.922065734863281,HD 205434,K4,23.269019234300625,4.699377053779961,-4.713915395564838,22.579018464631126,3.068254054597816,HD 205434,,
Gaia DR3 2966316109264052096,224.96553866045846,-21.085054445303776,42.97592388775852,7.336068630218506,HD  39855,G8VFe-0.7,23.268842401427584,3.113417946771267,-15.3611788769194,-15.342711594837233,-8.371045999838163,HD 39855,,
Gaia DR3 5654624444358527872,248.9735363499464,13.984430617633327,42.98291196963826,14.57162857055664,LP  844-33,M5.0Ve,23.26505939631004,10.349790843895686,-8.10007518608901,-21.072321133807037,5.622192875315503,LP 844-33,,
Gaia DR3 2705239237909520128,75.66491266478654,-46.341338790374216,42.98540494732062,12.8754243850708,PM J22490+0459,M4.39,23.263710118016053,8.65387664636965,3.9764200938501255,15.560298781271456,-16.830489996725277,PM J22490+0459,,
Gaia DR3 3502412621478297088,301.63227846525876,40.48373794087616,42.986216909821614,11.287360191345215,LP  853-34,M2,23.263270692041687,7.065906898053314,9.279799468365898,-15.065075176861242,15.103264383359013,LP 853-34,,
Gaia DR3 3410346286637015040,179.27386610659178,-15.6041177430441,42.98986553519664,12.617810249328613,PM J04472+2038,M5.0V,23.261296297409455,8.396781332825404,-22.4021610346733,0.28392735935456265,-6.257033775444255,PM J04472+2038,,
Gaia DR3 2313836153805786624,3.0288973001391715,-76.19725660194375,42.991133156561006,17.551706314086914,APMPM J2354-3316C,M8.5Ve,23.26061042304457,13.330824827990856,5.541762816254031,0.2932342384058403,-22.588910461163472,APMPM J2354-3316C,,
Gaia DR3 4692263148249862016,299.65125677818224,-48.0974132150224,42.99118967176437,4.82975435256958,* kap Tuc,F6V,23.260579845195053,0.6088794393598445,7.685445021211878,-13.500693840852428,-17.312416797668465,kap Tuc,,
Gaia DR3 6588749457226272512,12.79017873660207,-51.834043230697176,42.99928863748419,11.471893310546875,LP  983-34,M4,23.256198688093185,7.251960241818415,14.014384705475463,3.1814639335086534,-18.284586021750297,LP 983-34,,
Gaia DR3 493873895619008384,138.95026710402007,12.692891359528366,43.003120979627575,13.39492130279541,G 247-12,M4.5V,23.25412614758224,9.175433842761285,-17.108293712944853,14.898104149169942,5.109516795134847,G 247-12,,
Gaia DR3 2215027510585500672,114.60384257167857,8.378198096822983,43.00373082227932,20.565351486206055,2MASS J23140244+6939368,L7,23.253796377172026,16.345934932458928,-9.578204012749488,20.916905669203864,3.388231259338098,2MASS J23140244+6939368,,
Gaia DR3 4277397070128040064,30.5688180254306,8.99967010433211,43.006314790732475,19.80174446105957,,,23.252399208487684,15.582628333667934,19.774285287448578,11.679958735188329,3.6373443974651645,,,
Gaia DR3 5776716483248901760,314.30370445854726,-22.878970043564554,43.00677239480617,15.275971412658691,SIPS J1731-7851,,23.25215179646375,11.05690848694702,14.963045846235087,-15.331219568710086,-9.040106675546488,SIPS J1731-7851,,
Gaia DR3 1712390236711693696,116.86904027505334,40.356002645984006,43.01840517227815,10.744588851928711,G 255-49,M1.5V,23.24586408992257,6.52687817887979,-8.005972573378873,15.801790307603204,15.052508877791581,G 255-49,,
Gaia DR3 1379416712336909440,61.57043905305304,47.98240609222619,43.01876893615886,8.282882690429688,V* AT CrB,K3V,23.245667524424743,4.065214297230666,7.40762662449412,13.683240386177008,17.270120410184624,AT CrB,,
Gaia DR3 2421043416597513856,76.89865200606363,-71.0802963074268,43.02617662422628,12.083126068115234,G 158-8,M3.5V,23.24166538741304,7.866318584065203,1.7082036895077544,7.339785779410248,-21.986009070497367,G 158-8,,
Gaia DR3 2384877214983800448,37.60579048426259,-68.36086990048784,43.026854081971045,10.176597595214844,CD-24 17578,M0Vk:,23.241299447430816,5.959868836776126,6.7897494338765165,5.229904204035459,-21.603365586105646,CD-24 17578,,
Gaia DR3 2364492097606462336,62.1806099312268,-78.74713524142315,43.02713748148828,11.219436645507812,BPM 46052,M1V,23.241146367922653,7.0027408198258545,2.11654336910811,4.011090819887852,-22.794347525132196,BPM 46052,,
Gaia DR3 3472485972258777088,293.93104519657135,31.147786831850937,43.02802325966559,9.488020896911621,HD 106549A,,23.2406679239062,5.27142800267151,8.068199126361701,-18.18032480514716,12.0211729205602,HD 106549A,,
Gaia DR3 4147834330766001536,10.741906236293728,5.884397206829045,43.028194570419295,20.15007209777832,,,23.24057539442923,15.933499110380273,22.713010698176884,4.308875750699497,2.382662261774767,,,
Gaia DR3 366607726803661568,118.91077766456522,-25.889240594584614,43.03030017877245,11.509060859680176,G 132-4,M3.0V,23.239438159748566,7.292732544044018,-10.107487149648763,18.30154380416234,-10.147102240777416,G 132-4,,
Gaia DR3 1781003885454165888,76.38744724055087,-25.411838569497686,43.031871476087105,7.913270473480225,HD 208038,K2.5V,23.238589577859795,3.6971247348444622,4.94014444622924,20.400552673947875,-9.972184766443236,HD 208038,,
Gaia DR3 3458273551816578560,172.46529689587553,7.475844116501167,43.034330698219186,13.209756851196289,UPM J0558+3911,,23.237261594994,8.9938968486649,-22.84080646774114,3.0211244217247586,3.023357994984371,UPM J0558+3911,,
Gaia DR3 4891567154251463680,227.41598276885256,-41.183606454960696,43.04111025517133,16.589765548706055,LP  890-39,DC,23.233601412032613,12.374693175827337,-11.832049836494326,-12.87446367667846,-15.29872596910623,LP 890-39,,
Gaia DR3 3369198846380425344,195.06756841212916,0.9861273636710263,43.04608496581096,10.82662582397461,G 104-35,M1.0V,23.23091637240048,6.6121313199220735,-22.42891347448998,-6.038167488817839,0.3998114959447983,G 104-35,,
Gaia DR3 2268003149041626240,105.17648815734034,26.461134130918065,43.04676528910035,14.61546802520752,LSPM J1844+7408,dM5.5,23.23054922440839,10.401052543197743,-5.444471162311717,20.071532606869752,10.351315367709631,LSPM J1844+7408,,
Gaia DR3 440052423484915712,142.89878324394022,-6.3303134121103515,43.050900279466696,10.155468940734863,TYC 3322-300-1,,23.22831795638323,5.9415337261449075,-18.413276620931892,13.92646643824163,-2.5611582747671138,TYC 3322-300-1,,
Gaia DR3 4025472705360139904,190.08512254834164,71.07783259646713,43.05314202338368,15.560916900634766,LP  264-61,,23.227108475773147,11.34724203896873,-7.415784485665024,-1.3189658163459144,21.971914750035182,LP 264-61,,
Gaia DR3 5320834841834013568,267.5798887982916,-9.936230498133314,43.05418269726936,19.78347396850586,2MASS J08131950-5232031,L3.0pec,23.226547047272675,15.569919964605305,-0.9660611222765437,-22.8577526771132,-4.007786945325459,2MASS J08131950-5232031,,
Gaia DR3 3369198983818682624,195.07002267670987,1.0179825320696119,43.05810692600297,11.58148193359375,G 104-36,dM3.0,23.22443022677562,7.368383640341873,-22.4221746102756,-6.037383370703724,0.4126101547847565,G 104-36,,
Gaia DR3 3523229125371172608,297.9112060810122,45.35581786551908,43.072659259862476,15.551255226135254,2MASS J12363959-1722170,M6,23.216583725812725,11.339846495700753,7.636784741138093,-14.416557495982904,16.518236851438225,2MASS J12363959-1722170,,
Gaia DR3 2848408772970345600,107.75216477779888,-37.68510929388695,43.07548654386867,18.24577522277832,2MASS J23590836+2338311,M9,23.215059892163637,14.03469468095204,-5.60162515089292,17.497195119773234,-14.191862612293438,2MASS J23590836+2338311,,
Gaia DR3 5502166746165608576,260.14613341797406,-20.729740523871317,43.075519531190125,14.153800964355469,Ruiz 207-116,,23.21504211402302,9.94272425154094,-3.7157205255384915,-21.39180099793388,-8.217204597474096,Ruiz 207-116,,
Gaia DR3 3660416565557981440,336.1286547817197,58.134576250604134,43.078977616338605,12.96806526184082,G  64-30,,23.21317856951018,8.757389930876899,11.206516166554763,-4.959340698473124,19.714730394940265,G 64-30,,
Gaia DR3 4169409974417144192,17.636897020826307,13.21976681257211,43.07939944702628,12.94503116607666,UPM J1736-0708,,23.212951267569927,8.734404795028428,21.53561651075757,6.846767015425074,5.30849408859513,UPM J1736-0708,,
Gaia DR3 1890433639202023808,94.79160983715931,-24.010293413359832,43.08710053685562,20.91059684753418,2MASSI J2249091+320549,L5,23.20880234548679,16.700864221717712,-1.7709267996150324,21.126505774576255,-9.44367927976563,2MASSI J2249091+320549,,
Gaia DR3 4959814287663518080,273.239104117988,-72.56058436103217,43.08837887125464,13.755741119384766,SCR J0137-4148,,23.208113793000592,9.546156834419765,0.39300077964348307,-6.944294408002505,-22.14133851850536,SCR J0137-4148,,
Gaia DR3 1273685372108354176,46.41518321806946,55.988155158200904,43.088926111572626,16.49656867980957,LP  327-59,DA,23.20781904405421,12.287047896519182,8.949890764309641,9.403299553924745,19.237470665023743,LP 327-59,,
Gaia DR3 3547944531854903168,277.1526310276426,41.907434580460595,43.08994439990872,10.621315002441406,LP  792-33,M1.5Vk,23.20727060400009,6.4119123790120245,2.1505167496567164,-17.13702167337473,15.500812067856879,LP 792-33,,
Gaia DR3 5068036605844590976,227.00613089428427,-70.99865954630147,43.09751000861174,13.758472442626953,UCAC3 120-5118,,23.203196653360717,9.549947627780547,-5.1517257564946535,-5.525734827979231,-21.938876709514027,UCAC3 120-5118,,
Gaia DR3 3186280900821901824,204.2174453481345,-32.45578276832608,43.09901672230197,13.612723350524902,2MASS J04403324-0731177,M4.5,23.202385484644736,9.404373335493236,-17.85532462999909,-8.031036583645232,-12.451527052034729,2MASS J04403324-0731177,,
Gaia DR3 105449766468765952,143.89551294958585,-34.008335694668865,43.09920952289729,18.78954315185547,2MASS J02081833+2542533,L1V,23.20228169077511,14.581215503942445,-15.53972768642578,11.333628541492855,-12.977349620522231,2MASS J02081833+2542533,,
Gaia DR3 2313836325604479616,3.0704848355356478,-76.17040391683288,43.099606869890664,14.475752830505371,LAWD 94,DA5.7,23.202067782632117,10.267471279164203,5.538145748110642,0.29707406140904774,-22.529461557360335,LAWD 94,,
Gaia DR3 4091615545394673536,11.773447355110356,-5.458606622092521,43.10341751156208,19.590028762817383,Gaia DR3 4091615545394673536,,23.200016558588644,15.382189265766218,22.60894136495507,4.712320020758688,-2.2069387614448766,Gaia DR3 4091615545394673536,,
Gaia DR3 6378475623716304000,311.1144120791233,-40.38986259380568,43.106411847380976,13.569113731384277,LEHPM 5577,,23.198404996929874,9.361621565471843,11.618600138445709,-13.311890472621574,-15.032221967141696,LEHPM 5577,,
Gaia DR3 6838931126125203968,39.51305703628116,-48.34381060915739,43.10940309262982,20.192386627197266,2MASSI J2158045-155009,L4,23.196795322154774,15.985241409840862,11.894645303283577,9.809742394965363,-17.331407342493417,2MASSI J2158045-155009,,
Gaia DR3 5223423952768191744,283.665096118279,-16.871575495447598,43.11830387614828,14.984667778015137,SIPS J0835-6926A,,23.192006876531366,10.778554802366529,5.243194664684373,-21.565535015071802,-6.7309577463400805,SIPS J0835-6926A,,
Gaia DR3 277483990023898240,150.08059392101174,5.92284432335883,43.1196833381029,16.48792839050293,LSPM J0433+5635,,23.19126493019362,12.281975374751264,-19.993213956170333,11.505620475618215,2.3930863411625882,LSPM J0433+5635,,
Gaia DR3 4526778333217510656,46.29008438725095,16.1780937378466,43.121559660601555,10.048763275146484,HD 348274,M1V,23.19025582262647,5.843027826122027,15.390069868205156,16.099209254350075,6.461360224849984,HD 348274,,
Gaia DR3 2313836325604479872,3.0773394829391134,-76.17114474729398,43.121659122389765,12.25028133392334,L  577-72,M4V,23.190202333397156,8.044557417607148,5.534987263178772,0.2975687300519958,-22.518011748625653,L 577-72,,
Gaia DR3 6641789348394399488,342.55702617694993,-28.185406462757626,43.12165942130671,19.63785171508789,SIPS J1936-5502,L4,23.190202172643964,15.43212783343142,19.50045988843002,-6.12713988754131,-10.953341852892796,SIPS J1936-5502,,
Gaia DR3 5471876437768940416,265.86127895344794,24.597540381229354,43.12681775689541,18.16128921508789,SIPS J1019-2707,M9.1V,23.187428426483265,13.956163411886092,-1.5216107828968066,-21.028281387741462,9.651576013098712,SIPS J1019-2707,,
Gaia DR3 553593388644803968,133.78277971525148,23.426360191779896,43.13026881016397,15.844063758850098,LP   16-36,M6V,23.18557309256423,11.639338044894036,-14.720334702829325,15.359461131248016,9.217890193802402,LP 16-36,,
Gaia DR3 218519487823384192,161.11897110234153,-15.453208846480752,43.13314247466416,15.494668006896973,LSR J0354+3333,M6.0V,23.18402839736026,11.290275419634888,-21.143513026620234,7.231221983061048,-6.177415175819264,LSR J0354+3333,,
Gaia DR3 6145487494885361408,298.38781067119317,19.115078403413765,43.14647994257541,13.348824501037598,UCAC4 233-059731,,23.17686173543987,9.145977755962093,10.41157412573667,-19.26559879732846,7.589647363900624,UCAC4 233-059731,,
Gaia DR3 773861400598512512,157.07243430317118,66.89901252463923,43.15825846785277,8.074495315551758,HD 101177B,K2V,23.170536428036563,3.873013330461328,-8.372820103127,3.5415657011536092,21.312600833029602,HD 101177B,,
Gaia DR3 141963104517995008,149.71192315955693,-19.531601993668456,43.159477110826515,11.895374298095703,Ross  331,dM4.0,23.169882189076635,7.694033494069125,-18.85593544853981,11.013255898613869,-7.746310962505779,Ross 331,,
Gaia DR3 1561691138650134528,107.70154400696481,61.856555864385705,43.17278380856004,14.084914207458496,G 223-16,dM4.5,23.162740777483197,9.88511473893005,-3.3219680738632826,10.408133240939039,20.424197680202173,G 223-16,,
Gaia DR3 1400928519895549568,74.82867387254248,52.84310003286394,43.17612082908928,12.313003540039062,LP  176-55,dM4.0,23.16095056242905,8.11359052928271,3.6610626436601543,13.501651001481264,18.45891848155462,LP 176-55,,
Gaia DR3 962577285717437952,168.09422758953025,13.120020877967903,43.17637552713655,17.597042083740234,2MASS J06145280+4536556,M9,23.16081393565552,13.397658568141292,-22.07101526145348,4.653414816388587,5.257310913133997,2MASS J06145280+4536556,,
Gaia DR3 4118031724615545344,5.44124557256736,5.320315185301319,43.17830094457008,19.625003814697266,,,23.15978114293438,15.425843265301488,22.956096828793687,2.1866642756182233,2.1474590383526437,,,
Gaia DR3 6298364691119997440,333.2433901628173,40.87210001078385,43.17871838837247,15.17650318145752,LP  800-58,M6.5Ve,23.15955723848646,10.977390971363587,15.637485589593663,-7.884204048231519,15.154981439903874,LP 800-58,,
Gaia DR3 6683916311780897664,353.0247481435572,-29.58876021907603,43.18278080755956,13.35899543762207,SCR J1953-4611,,23.157378503631254,9.16035362454856,19.98842323156309,-2.445506339955324,-11.434448592634023,SCR J1953-4611,,
Gaia DR3 2161275788716592256,93.97402050742973,28.287951371496106,43.18372559003232,4.861512184143066,*  36 Dra,F5V,23.156871861718674,0.6629797632995063,-1.413209163919756,20.342379860690485,10.974112077177159, 36 Dra,,
Gaia DR3 6280833734130138240,337.94905709586277,33.703289282715374,43.189946111043234,13.6612548828125,LP  801-25,M4.5,23.153536645518297,9.463442649139308,17.852939643804007,-7.231527029687866,12.847716609925042,LP 801-25,,
Gaia DR3 5901924435035073152,323.3990527674872,8.906501421978476,43.19037421836751,6.180665016174316,HD 131923,G4V,23.153307145339145,1.9829023432486004,18.363527115295863,-13.638429853862107,3.5846526712485294,HD 131923,,
Gaia DR3 2248503275965828480,97.65499071935601,19.560248627547974,43.19173243074137,12.110024452209473,G 260-31,M3.0V,23.152579063678818,7.912419012352809,-2.906117452430467,21.62201788812455,7.751434776749385,G 260-31,,
Gaia DR3 86511572033828480,151.97079478523813,-37.804549554864224,43.192886652191795,14.508733749389648,LSPM J0227+1935,dM6.5,23.151960369133043,10.311261923764633,-16.146948769026487,8.596045250332292,-14.191452372417023,LSPM J0227+1935,,
Gaia DR3 6122285222557114752,320.538688197741,26.179138623014147,43.194381177040725,12.562911033630371,UPM J1407-3403,,23.1511593117008,8.365612210912687,16.040417241460737,-13.204518573946233,10.21380837033419,UPM J1407-3403,,
Gaia DR3 1329426832064755200,56.93010484479873,44.86856033830808,43.19775874516869,15.1392822265625,LP  275-20,,23.149349157190745,10.9423743616487,8.95243737816477,13.748796687982313,16.331467203656036,LP 275-20,,
Gaia DR3 5223423952772029440,283.66474987647484,-16.87150296074519,43.1978517564857,15.364806175231934,SIPS J0835-6926B,,23.149299313243294,11.167909076063808,5.233411366091503,-21.52586245435639,-6.718534792908398,SIPS J0835-6926B,,
Gaia DR3 3015584160150844416,212.00064889624562,-20.195826638747985,43.206661377893504,16.121726989746094,LP  658-106,M6Ve,23.14457928729586,11.925849469430826,-18.420838141368435,-11.510907275255086,-7.990199387744338,LP 658-106,,
Gaia DR3 4041398680358674688,355.08438155224644,-2.621355899297961,43.21222623201315,19.2539119720459,,,23.141598737145472,15.058678391300006,23.032356876892504,-1.9808942834651437,-1.05838870187212,,,
Gaia DR3 1599270384502442752,88.21484848478096,52.27003965043259,43.21869205407908,13.962616920471191,G 201-45,dM5.0,23.138136590267724,9.76813143105722,0.4410825712904371,14.152295422083688,18.30003675737453,G 201-45,,
Gaia DR3 3986412584848128000,222.1520414681954,60.72982262695301,43.22064427613519,12.278583526611328,G  58-21,M3V,23.137091469785478,8.084323885999456,-8.386622623072586,-7.5917431774788735,20.183037387533872,G 58-21,,
Gaia DR3 3327170877700242944,201.87407251006604,-0.9289662104922308,43.22416139411143,11.123434066772461,Ross  603A,,23.135208821801072,6.929581289008034,-21.46676627056804,-8.61830279522563,-0.3750867139082096,Ross 603A,,
Gaia DR3 2432708307254343808,74.59387446884078,-68.46467402273167,43.224367401990456,13.978897094726562,G 273-133,M4.5Ve,23.135098559104666,9.78506814708185,2.2560606879774876,8.187157737609743,-21.520070252932406,G 273-133,,
Gaia DR3 4910314961376339584,295.9522745223078,-59.68646453482271,43.225293770087234,15.187329292297363,2MASS J01172190-5705199,,23.134602747154027,10.993607501590487,5.1100128904253745,-10.499266549121076,-19.971555133710055,2MASS J01172190-5705199,,
Gaia DR3 6836547453635933056,33.704880041986144,-46.45562271170767,43.22812440375738,20.20927619934082,2MASS J21444037-1847557,,23.1330878633513,16.015881825840914,13.257899018808482,8.84355107200928,-16.767810594629573,2MASS J21444037-1847557,,
